"","nicu","name","full_address","addr","city","state","zip","level","beds","type","contact"
"894",894,"Parkview Community Hospital Medical Center","3865 Jackson St Riverside CA 92503","3865 Jackson St","Riverside","CA","92503","III",16,"Private Practice","Daniel Saesim, MD"
"895",895,"Parkview Medical Center","400 West 16th Street Pueblo CO 81003","400 West 16th Street","Pueblo","CO","81003","II",7,"Private Practice",NA
"896",896,"Parkview Women’s and Children’s Hospital","11115 Parkview Plaza Dr, Fort Wayne IN 46845","11115 Parkview Plaza Dr,","Fort Wayne","IN","46845","III",31,"Network Medical Group","Win Boon, MD"
"897",897,"Pascack Valley Medical Center","250 Old Hook Rd, Westwood NJ 07675","250 Old Hook Rd,","Westwood","NJ","07675","II",6,"Private Practice","Kiran Bhat, MD"
"898",898,"Passavant Area Hospital","1600 W Walnut St Jacksonville IL 62650","1600 W Walnut St","Jacksonville","IL","62650","II",NA,NA,NA
"899",899,"Peacehealth Sacred Heart Hospital","3355 RiverBend Dr Springfield  OR 97477","3355 RiverBend Dr","Springfield ","OR","97477","III",40,"Private Practice","Doug Leonard, MD"
"900",900,"Peacehealth Southwest Medical Center","400 Northeast Mother Joseph Place Vancouver WA 98664","400 Northeast Mother Joseph Place","Vancouver","WA","98664","III",26,"Academic Program",NA
"901",901,"Penn Highlands DuBois","100 Hospital Ave DuBois PA 15801","100 Hospital Ave","DuBois","PA","15801","III",16,"Private Practice","Mohamed Hassan, MD"
"902",902,"Penn State Children’s Hospital","600 University Dr Hershey PA 17033","600 University Dr","Hershey","PA","17033","IV",42,"Academic Program","Dennis J.	Mujsce, MD"
"903",903,"Penn State Health – St. Joseph Medical Center","2500 Bernville Rd Reading PA 19605","2500 Bernville Rd","Reading","PA","19605","II",6,"Network Medical Group",NA
"904",904,"Pennisula Regional Medical Center","100 E Carroll St Salisbury MD 21801","100 E Carroll St","Salisbury","MD","21801","II",10,"Academic Program","Aser Kandil, MD"
"905",905,"Pennsylvania Hospital","800 Spruce St Philadelphia PA 19107","800 Spruce St","Philadelphia","PA","19107","III",45,"Academic Program","Karen Puopolo, MD"
"906",906,"Peyton Manning Children’s Hospital","2001 W 86th St Indianapolis IN 46260","2001 W 86th St","Indianapolis","IN","46260","IV",97,"Network Medical Group","Taha BenSaad, MD"
"907",907,"Phoebe Putney Memorial Hospital","417 W 3rd Ave Albany GA 31701","417 W 3rd Ave","Albany","GA","31701","III",NA,NA,NA
"908",908,"Phoenix Children’s Hospital","1919 E Thomas Rd Phoenix AZ 85016","1919 E Thomas Rd","Phoenix","AZ","85016","IV",33,"Private Practice","Deborah Tom, MD"
"909",909,"Piedmont Athens Regional","1199 Prince Ave. Athens GA 30606","1199 Prince Ave.","Athens","GA","30606","III",20,"Private Practice","Atul Khurana, MD"
"910",910,"Piedmont Atlanta","1968 Peachtree Road NW Atlanta GA 30309","1968 Peachtree Road NW","Atlanta","GA","30309","III",27,"Private Practice","Scott Johnson, MD"
"911",911,"Piedmont Columbus Regional","710 Center St Columbus GA 31904","710 Center St","Columbus","GA","31904","III",46,"Private Practice",NA
"912",912,"Piedmont Fayette Hospital","1255 Hwy 54 Fayetteville GA 30214","1255 Hwy 54","Fayetteville","GA","30214","III",15,"Private Practice","Roderick Robinson, MD"
"913",913,"Piedmont Henry Hospital","1133 Eagle's Landing Parkway Stockbridge GA 30281","1133 Eagle's Landing Parkway","Stockbridge","GA","30281","III",28,"Private Practice",NA
"914",914,"Piedmont Macon","350 Hospital Dr Macon GA 31217","350 Hospital Dr","Macon","GA","31217","III",13,"Private Practice",NA
"915",915,"Piedmont Medical Center","222 S Herlong Ave Rock Hill SC 29732","222 S Herlong Ave","Rock Hill","SC","29732","III",12,"Private Practice",NA
"916",916,"Piedmont Newnan Hospital","745 Poplar Rd Newnan GA 30265","745 Poplar Rd","Newnan","GA","30265","III",12,"Private Practice",NA
"917",917,"Piedmont Newton Hospital","5126 Hospital Dr NE Covington GA 30014","5126 Hospital Dr NE","Covington","GA","30014","II",NA,"Private Practice",NA
"918",918,"Piedmont Rockdale","1412 Milstead Ave NE Conyers GA 30012","1412 Milstead Ave NE","Conyers","GA","30012","III",20,"Private Practice",NA
"919",919,"Pikeville Medical Center","911 S Bypass Rd Pikeville KY 41501","911 S Bypass Rd","Pikeville","KY","41501","II",8,"Hospital Employed","Myla Santiago, MD"
"920",920,"Plantation General Hospital","401 NW 42nd Ave Plantation FL 33317","401 NW 42nd Ave","Plantation","FL","33317","III",30,"Private Practice","Mitchell Stern, MD"
"921",921,"Pomerado Hospital","15615 Pomerado Rd Poway CA 92064","15615 Pomerado Rd","Poway","CA","92064","II",NA,NA,NA
"922",922,"Pomona Valley Hospital Medical Center","1798 N Garey Ave Pomona CA 91767","1798 N Garey Ave","Pomona","CA","91767","III",53,"Private Practice","Shahid Kamran, MD"
"923",923,"Porter Regional Hospital","85 E U.S. Hwy 6 Valparaiso IN 46383","85 E U.S. Hwy 6","Valparaiso","IN","46383","III",14,"Private Practice",NA
"924",924,"Portneuf Medical Center","777 Hospital Way Pocatello ID 83201","777 Hospital Way","Pocatello","ID","83201","III",16,"Private Practice","Elizabeth O'Donnell, MD"
"925",925,"Presbyterian Hospital","1100 Central Ave SE Albuquerque NM 87106","1100 Central Ave SE","Albuquerque","NM","87106","III",60,"Private Practice","Jennifer Anderson, MD"
"926",926,"Presbyterian Intercommunity Hospital","12401 Washington Blvd Whittier CA 90602","12401 Washington Blvd","Whittier","CA","90602","III",34,NA,NA
"927",927,"Presbyterian St. Luke’s Medical Center","2001 N. High Street Denver CO 80205","2001 N. High Street","Denver","CO","80205","IV",84,"Private Practice","David Randolph, MD"
"928",928,"Primary Children’s Hospital","100 Mario Capecchi Dr Salt Lake City UT 84113","100 Mario Capecchi Dr","Salt Lake City","UT","84113","IV",52,"Academic Program","Con Yee Ling, MD"
"929",929,"Prince William Hospital","8700 Sudley Rd Manassas VA 20110","8700 Sudley Rd","Manassas","VA","20110","III",12,"Private Practice","Shantharama Karanth, MD"
"930",930,"Princeton Baptist Medical Center","701 Princeton Ave SW Birmingham AL 35211","701 Princeton Ave SW","Birmingham","AL","35211","III",12,"Academic Program","Ginny Karle, MD"
"931",931,"Princeton Medical Center","1 Plainsboro Road Plainsboro NJ 08536","1 Plainsboro Road","Plainsboro","NJ","08536","II",14,"Academic Program","Marilyn Giorgi, MD"
"932",932,"Prisma Health Baptist Hospital","Taylor at, Marion St Columbia SC 29220","Taylor at, Marion St","Columbia","SC","29220","III",26,"Private Practice",NA
"933",933,"Prisma Health Greenville Memorial Hospital","701 Grove Road Greenville SC 29605","701 Grove Road","Greenville","SC","29605","III",80,"Private Practice","Michael Stewart, MD"
"934",934,"Prisma Health Richland Hospital","5 Richland Medical Park Dr Columbia SC 29203","5 Richland Medical Park Dr","Columbia","SC","29203","III",69,"Private Practice","Victor Iskersky, MD"
"935",935,"Prisma Health Tuomey Hospital","129 N Washington St, Sumter SC 29150","129 N Washington St,","Sumter","SC","29150","II",NA,NA,NA
"936",936,"Progress West Hospital","2 Progress Point Pkwy O'Fallon MO 63368","2 Progress Point Pkwy","O'Fallon","MO","63368","II",8,"Academic Program","Casandra Pruit, MD (Peds Hospitalist)"
"937",937,"ProHealth – Oconomowoc Memorial Hospital","791 Summit Ave Oconomowoc WI 53066","791 Summit Ave","Oconomowoc","WI","53066","II",16,NA,NA
"938",938,"ProHealth – Waukesha Memorial Hospital","725 American Ave Waukesha WI 53188","725 American Ave","Waukesha","WI","53188","III",22,NA,NA
"939",939,"Providence Alaska Medical Center","3340 Providence Dr Anchorage AK 99508","3340 Providence Dr","Anchorage","AK","99508","III",66,"Private Practice","Evelyn Rider, MD"
"940",940,"Providence Holy Cross Medical Center","15031 Rinaldi St Mission Hills CA 91345","15031 Rinaldi St","Mission Hills","CA","91345","III",12,"Private Practice","Open Position"
"941",941,"Providence Holy Family Hospital","5633 N Lidgerwood Street Spokane WA 99208","5633 N Lidgerwood Street","Spokane","WA","99208","II",NA,"Private Practice","Jami Lewis, MD"
"942",942,"Providence Little Company Of Mary Medical Center","4101 Torrance Blvd Torrance CA 90503","4101 Torrance Blvd","Torrance","CA","90503","III",34,"Private Practice",NA
"943",943,"Providence Medical Center","8929 Parallel Pkwy Kansas City KS 66112","8929 Parallel Pkwy","Kansas City","KS","66112","II",NA,"Private Practice",NA
"944",944,"Providence Portland Medical Center","4805 NE Glisan St Portland OR 97213","4805 NE Glisan St","Portland","OR","97213","III",18,"Private Practice","Fred Baker , MD"
"945",945,"Providence Regional Medical Center","1700 13th St Everett WA 98201","1700 13th St","Everett","WA","98201","III",29,"Academic Program","Michael D. Neufeld, MD"
"946",946,"Providence Sacred Heart","101 W 8th Ave Spokane WA 99204","101 W 8th Ave","Spokane","WA","99204","IV",61,"Private Practice","Chris Rabin, MD"
"947",947,"Providence Saint John’s Health Center","2121 Santa Monica Blvd Santa Monica CA 90404","2121 Santa Monica Blvd","Santa Monica","CA","90404","III",18,"Private Practice",NA
"948",948,"Providence St. Joseph Medical Center","501 S Buena Vista St Burbank CA 91505","501 S Buena Vista St","Burbank","CA","91505","III",20,"Private Practice","Robert Gall, MD"
"949",949,"Providence St. Patrick Hospital","500 West Broadway Missoula MT 59802","500 West Broadway","Missoula","MT","59802","II",3,NA,NA
"950",950,"Providence St. Peter Hospital","413 Lilly Rd NE Olympia WA 98506","413 Lilly Rd NE","Olympia","WA","98506","II",13,"Academic Program",NA
"951",951,"Providence St. Vincent Medical Center","9205 SW Barnes Rd Portland OR 97225","9205 SW Barnes Rd","Portland","OR","97225","III",44,"Private Practice","Stefanie Rogers , MD"
"952",952,"Providence Tarzana Regional Medical Center","18321 Clark St Tarzana CA 91356","18321 Clark St","Tarzana","CA","91356","III",21,NA,NA
"953",953,"Queen of the Valley Medical Center","1000 Trancas St Napa CA 94558","1000 Trancas St","Napa","CA","94558","III",6,NA,NA
"954",954,"Queens Hospital Center","82-68 164th St Jamaica NY 11432","82-68 164th St","Jamaica","NY","11432","III",15,NA,NA
"955",955,"Rady Children’s Hospital","3020 Children's Way San Diego CA 92123","3020 Children's Way","San Diego","CA","92123","IV",60,"Academic Program","Denise Suttner, MD"
"956",956,"Rancho Springs Medical Center","25500 Medical Center Dr Murrieta CA 92562","25500 Medical Center Dr","Murrieta","CA","92562","II",13,NA,NA
"957",957,"Randall Children’s Hospital","2801 N Gantenbein Ave Portland OR 97227","2801 N Gantenbein Ave","Portland","OR","97227","IV",45,"Private Practice","Howard Cohen , MD"
"958",958,"Rapides Women’s and Children’s Hospital","501 Medical Center Dr Alexandria LA 71301","501 Medical Center Dr","Alexandria","LA","71301","III",34,"Private Practice",NA
"959",959,"Reading Hospital","420 S. Fifth Avenue West Reading PA 19611","420 S. Fifth Avenue","West Reading","PA","19611","III",30,NA,NA
"960",960,"Redlands Community Hospital","350 Terracina Blvd Redlands CA 92373","350 Terracina Blvd","Redlands","CA","92373","II",NA,NA,NA
"961",961,"Regional Health Rapid City Hospital","353 Fairmont Boulevard Rapid City SD 57701","353 Fairmont Boulevard","Rapid City","SD","57701","III",28,"Private Practice","Steven Benn, MD"
"962",962,"Regional Medical Center","225 N Jackson Ave San Jose CA 95116","225 N Jackson Ave","San Jose","CA","95116","II",6,NA,NA
"963",963,"Regional One Health Medical Center","877 Jefferson Ave Memphis TN 38103","877 Jefferson Ave","Memphis","TN","38103","III",65,"Academic Program","Ajay Talati, MD"
"964",964,"Regions Hospital","640 Jackson St, St Paul MN 55101","640 Jackson St,","St Paul","MN","55101","II",NA,"Hospital Employed","Andrea Lampland, MD"
"965",965,"Renown Children’s Hospital","1155 Mill St Reno NV 89502","1155 Mill St","Reno","NV","89502","III",39,"Private Practice","Gary Yup, MD"
"966",966,"Research Medical Center","2316 E Meyer Blvd Kansas City MO 64132","2316 E Meyer Blvd","Kansas City","MO","64132","III",17,"Private Practice","Tiffany Simpson, MD"
"967",967,"Resolute Health Hospital","555 Creekside Crossing New Braunfels TX 78130","555 Creekside Crossing","New Braunfels","TX","78130","II",NA,NA,NA
"968",968,"Reston Hospital Center","1850 Town Center Pkwy Reston VA 20190","1850 Town Center Pkwy","Reston","VA","20190","III",16,"Academic Program","Mariam Said, MD"
"969",969,"Richmond University Medical Center","355 Bard Ave Staten Island NY 10310","355 Bard Ave","Staten Island","NY","10310","III",25,"Academic Program","Anthony Barone, DO"
"970",970,"Riddle Hospital","1068 W Baltimore Pike Media PA 19063","1068 W Baltimore Pike","Media","PA","19063","II",8,"Network Medical Group",NA
"971",971,"Ridgeview Medical Center","500 S Maple St Waconia MN 55387","500 S Maple St","Waconia","MN","55387","II",13,"Hospital Employed",NA
"972",972,"Riley Hospital – IU Health North","11700 N Meridian St Carmel IN 46032","11700 N Meridian St","Carmel","IN","46032","III",20,"Academic Program","Sandra Hoseli, MD"
"973",973,"Riley Hospital for Children","705 Riley Hospital Dr Indianapolis IN 46202","705 Riley Hospital Dr","Indianapolis","IN","46202","IV",60,"Academic Program","David Boyle, MD"
"974",974,"Rio Grande Regional Hospital","101 E Ridge Rd McAllen TX 78503","101 E Ridge Rd","McAllen","TX","78503","III",36,"Private Practice",NA
"975",975,"Riverside Community Hospital","4445 Magnolia Ave Riverside CA 92501","4445 Magnolia Ave","Riverside","CA","92501","III",20,NA,NA
"976",976,"Riverside Methodist Hospital","3535 Olentangy River Rd Columbus OH 43214","3535 Olentangy River Rd","Columbus","OH","43214","III",42,"Private Practice","Juli Richter, MD"
"977",977,"Riverside Regional Medical Center","500 J Clyde Morris Blvd Newport News VA 23601","500 J Clyde Morris Blvd","Newport News","VA","23601","III",21,"Private Practice",NA
"978",978,"Riverside University Health System Medical Center","26520 Cactus Ave Moreno Valley CA 92555","26520 Cactus Ave","Moreno Valley","CA","92555","III",22,NA,NA
"979",979,"Riverton Hospital","3741 West 12600 South Riverton UT 84065","3741 West 12600 South","Riverton","UT","84065","II",9,NA,"Glen Huff, MD"
"980",980,"Riverview Medical Center","1 Riverview Plaza, Red Bank NJ 07701","1 Riverview Plaza,","Red Bank","NJ","07701","II",NA,"Academic Program",NA
"981",981,"Robert Wood Johnson University Hospital","1 Robert Wood Johnson Place New Brunswick NJ 08901","1 Robert Wood Johnson Place","New Brunswick","NJ","08901","III",37,"Academic Program","David Sorrentino, MD"
"982",982,"Rochester General Hospital","1425 Portland Ave Rochester NY 14621","1425 Portland Ave","Rochester","NY","14621","II",14,"Academic Program","Nirupama Laroia, MD"
"983",983,"Rogue Valley Medical Center","2825 E Barnett Rd Medford OR  97504","2825 E Barnett Rd","Medford","OR ","97504","III",32,"Network Medical Group",NA
"984",984,"Roper St. Francis Hospital","2095 Henry Tecklenburg Dr Charleston SC 29414","2095 Henry Tecklenburg Dr","Charleston","SC","29414","II",NA,"Hospital Employed",NA
"985",985,"Roper St. Francis Mount Pleasant","3500 Highway 17 North Mount Pleasant SC 29466","3500 Highway 17 North","Mount Pleasant","SC","29466","II",NA,"Hospital Employed",NA
"986",986,"Rose Medical Center","4567 E 9th Avenue Denver CO 80220","4567 E 9th Avenue","Denver","CO","80220","III",28,"Private Practice","James Banks, MD"
"987",987,"Roseland Community Hospital","45 West 111th Street Chicago IL 60628","45 West 111th Street","Chicago","IL","60628","II",NA,NA,NA
"988",988,"Rush Foundation Hospital","1314 19th Ave Meridian MS 39301","1314 19th Ave","Meridian","MS","39301","III",14,"Private Practice","Robert Blubaugh, DO"
"989",989,"Rush University Medical Center","1620 W Harrison St Chicago IL 60612","1620 W Harrison St","Chicago","IL","60612","III",60,"Academic Program","Jean Silvestri, MD"
"990",990,"Rush-Copley Medical Center","2000 Ogden Ave Aurora IL 60504","2000 Ogden Ave","Aurora","IL","60504","III",27,"Academic Program",NA
"991",991,"Rutgers University Hospital","150 Bergen Street Newark NJ 07103","150 Bergen Street","Newark","NJ","07103","III",48,"Academic Program",NA
"992",992,"RWJ University Hospital Somerset","110 Rehill Avenue Somerville NJ 08876","110 Rehill Avenue","Somerville","NJ","08876","II",6,"Academic Program","Swapna Borole, MD"
"993",993,"Sacred Heart Hospital","5151 North 9th Ave Pensacola FL 32504","5151 North 9th Ave","Pensacola","FL","32504","III",42,"Private Practice","Ramak Amjad, MD"
"994",994,"Saddleback Medical Center","24451 Health Center Dr Laguna Hills CA 92653","24451 Health Center Dr","Laguna Hills","CA","92653","III",19,"Private Practice","Ronald Naglie, MD"
"995",995,"Saint Alphonsus Medical Center Nampa","4402 E Flamingo Ave Nampa ID 83687","4402 E Flamingo Ave","Nampa","ID","83687","II",4,"Private Practice","Stewart Lawrence, MD"
"996",996,"Saint Alphonsus Regional Medical Center","1055 N Curtis Rd Boise ID 83706","1055 N Curtis Rd","Boise","ID","83706","III",30,"Private Practice","Stewart Lawrence, MD"
"997",997,"Saint Anthony Hospital","2875 W 19th St Chicago IL 60623","2875 W 19th St","Chicago","IL","60623","II",NA,NA,NA
"998",998,"Saint Barnabas Medical Center","94 Old Short Hills Rd, Livingston NJ 07039","94 Old Short Hills Rd,","Livingston","NJ","07039","III",56,"Employed Group","Kamtorn Vangvanichyakorn, MD"
