,hosp_num,hosp_name,full_address,addr,city_state_zip,nicu_beds,num_neonats,neonat_names,referral
588,588,ST. ROSE DOMINICAN HOSPITAL SIERRA CAMPUS,"3001 St. Rose Pky. Henderson, NV 89052",3001 St. Rose Pky.,"Henderson, NV 89052",Level IIIB; NICU Beds: 15,Neonatologists: 3,Neonatologists names: Farooq Abdulla; Ravi Krishnan; Raphael Zenteno,NA
589,589,CENTENNIAL HILLS HOSPITAL,"6900 North Durango Dr. Las Vegas, NV 89149",6900 North Durango Dr.,"Las Vegas, NV 89149",Levetl IIB; NICU Beds: 6,Neonatologists:,NA,"Refer to Neonatologists Group of Valley Hospital Medical Center, Las Vegas, NV."
590,590,MOUNTAIN VIEW HOSPITAL,"3100 North Tenaya Way Las Vegas, NV 89128",3100 North Tenaya Way,"Las Vegas, NV 89128",Level IIB; NICU Beds: 10,Neonatologists: 2,Neonatologists names: Ali Piroozi; Abbas Kingo,NA
591,591,SPRING VALLEY HOSPITAL MEDICAL CENTER,"6400 South Rainbow Blvd. Las Vegas, NV 89118",6400 South Rainbow Blvd.,"Las Vegas, NV 89118",Level IIIB; NICU Beds: 26,Neonatologists:,NA,"Refer to Neonatologists Group of Summerland Hospital Medical Center, Las Vegas, NV,"
592,592,SUMMERLAND HOSPITAL MEDICAL CENTER,"657 Town Center Dr. Las Vegas, NV 89144",657 Town Center Dr.,"Las Vegas, NV 89144",Level IIIB; NICU Beds: 36,Neonatologists: 10,Neonatologists names: Mehrad Asadisar; Mercedes Cruz; Mente Dalere; Ikte Ekpoudia; Clarissa Gervasio; Martha Knutsen; Michael Kuluz; Cynthia Masalunga; Barry Perlin; Philip Vaughn,NA
593,593,SUNRISE CHILDREN'S HOSPITAL,"3186 South Maryland Parkway Las Vegas, NV 89109",3186 South Maryland Parkway,"Las Vegas, NV 89109",Level IIIC; NICU Beds: 72,Neonatologists: 7,Neonatologists names: Martin Blahnick; Sirinon Chantooseng; Greg Miller; Ashraf Morkos; Deepa Nazar; Ali Piroozi; Patricia Ramsay,NA
594,594,UNIVERSITY MEDICAL CENTER OF SOUTHERN NEVADA,"1800 W. Charleston Blvd. Las Vegas, NV 89102",1800 W. Charleston Blvd.,"Las Vegas, NV 89102",Level IIIB; NICU Beds: 36,Neonatologists: 4,Neonatologists names: Francis Banfro; Asgar Dudhbhai; Dahna Reyes; Leep Teo,NA
595,595,VALLEY HOSPITAL MEDICAL CENTER,"620 Shadow Ln. Las Vegas, NV 89106",620 Shadow Ln.,"Las Vegas, NV 89106",Level IIIB; NICU Beds: 21,Neonatologists:,NA,"Refer to Neonatologists Group of Summerland Hospital Medical Center, Las Vegas, NV."
596,596,RENOWN REGIONAL MEDICAL CENTER,"1155 Mill St. Reno, NV 89502",1155 Mill St.,"Reno, NV 89502",Level IIIB; NICU Beds: 39,Neonatologists:,NA,"Refer to Neonatologists Group of St. Mary<U+2019>s Regional Medica! Center, Reno, NV."
597,597,ST. MARY'S REGIONAL MEDICAL CENTER,"235 W. 6th St. Reno, NV 89520",235 W. 6th St.,"Reno, NV 89520",Level IIIB; NICU Beds: 29,Neonatologists: 7,Neonatologists names: April Henry; Stephen Missall; Ali Monibi; Marcia Pernoll; Michael Pokroy; Cheryl Robinson; Gary Yup,NA
598,598,ALBANY MEDICAL CENTER HOSPITAL,"43 New Scotland Ave. Albany, NY 12208",43 New Scotland Ave.,"Albany, NY 12208",Level IIIC; NICU Beds: 50,Neonatologists: 9,Neonatologists names: David Clark; Marilyn Fisher; Michael Horgan; Rubia Khalak; Carolyn Levine; Upender Munshi; Philip Pan; Joaquim Pinheiro; Angel Rios,NA
599,599,ST. PETER'S HOSPITAL,"315 S. Manning Blvd. Albany, NY 12208",315 S. Manning Blvd.,"Albany, NY 12208",Level IIIB; NICU Beds: 21,Neonatologists: 6,Neonatologists names: Albert Bartoletti; Denise Clark; Jennifer Lefner; Karen Narkewicz; James Powers; Steven Pratt,NA
600,600,SOUTHSIDE HOSPITAL,"301 East Main St. Bayshore, NY 11706",301 East Main St.,"Bayshore, NY 11706",Level IIB; NICU Beds: 6,Neonatologists: 4,Neonatologists names: Edna Lord; Syed Shibli; Foazia Siddiq; Kiran Vohra,NA
601,601,BRONX-LEBANON HOSPITAL CENTER,"1650 Grand Concourse Bronx, NY 10457",1650 Grand Concourse,"Bronx, NY 10457",Level IIIB; NICU Beds: 40,Neonatologists: 5,Neonatologists names: Ronald Bainbridge; Mae-Hee Kim; Barbara Russell; Yves Verna; Jing Yoon,NA
602,602,JACOBI MEDICAL CENTER,"1400 Pelham Pkwy. S., Room 817 Bronx, NY 10461","1400 Pelham Pkwy. S., Room 817","Bronx, NY 10461",Level IIIB; NICU Beds: 25,Neonatologists: 5,Neonatologists names: Yolanda Brown; Jaime Fernandez; Beth Nagourney; Ronald Saintlonge; Angela Shtern,NA
603,603,LINCOLN MEDICAL & MENTAL HEALTH CENTER,"234 E. 149th St. Bronx, NY 10451",234 E. 149th St.,"Bronx, NY 10451",Level IIIB; NICU Beds: 22,Neonatologists: 8,Neonatologists names: Marilyn Guerrero; Sununda Kandi; Suresh Khanna; Rasila Lala; Anasuya Nagaraj; Zerha Panjavani; Anil Pathak; Ben Rajegowda,NA
604,604,MONTEFIORE MEDICAL CENTER/WEILER HOSPITAL; ALBERT EINSTEIN COLLEGE OF MEDICINE,"1825 Eastchester Rd., Rm. 725 Bronx, NY 10461","1825 Eastchester Rd., Rm. 725","Bronx, NY 10461",Level IIIC; NICU Beds: 28,Neonatologists: 9,Neonatologists names: Robert Angert; Christie Bruno; Deborah Campbell; Mamta Fuloria; Marlyse Haward; Suhas Nafday; Orna Rosen; Lamia Soghier; Alecia Thompson,NA
605,605,MONTEFIORE NORTH DIVISION,"600 East 233rd St. Bronx, NY 10466",600 East 233rd St.,"Bronx, NY 10466",Level IIIB; NICU Beds: 21,Neonatologists: 5,Neonatologists names: Archana Guptal; Elizabeth Hailu; Abdul Haleem; Ann Nguyen; Phyliss Wan,NA
606,606,NORTH CENTRAL BRONX HOSPITAL,"3424 Kossuth Ave. Bronx, NY 10467",3424 Kossuth Ave.,"Bronx, NY 10467",Level IIB; NICU Beds: 12,Neonatologists:,NA,"Refer to Neonatologists Group of Jacobi Medical Center, Bronx, NY"
607,607,ST. BARNABAS HOSPITAL,"4422 Third Ave. Bronx, NY 10457",4422 Third Ave.,"Bronx, NY 10457",Level IIIA; NICU Beds: 15,Neonatologists: 4,Neonatologists names: Ronald Arevalo; Maria Bautista; Feliciano Emarlino; Lazaro Lezcano,NA
608,608,BROOKDALE HOSPITAL MEDICAL CENTER,"Linden Blvd. at Brookdale Plaza Brooklyn, NY 11212",Linden Blvd. at Brookdale Plaza,"Brooklyn, NY 11212",Level IIIB; NICU Beds: 30,Neonatologists: 3,Neonatologists names: Dominique Jean-Baptiste; Roger Kim; Myron Sokal,NA
609,609,CONEY ISLAND HOSPITAL,"2601 Ocean Pky. Brooklyn, NY 11235",2601 Ocean Pky.,"Brooklyn, NY 11235",Level IIB; NICU Beds: 12,Neonatologists: 2,Neonatologists names: Larry Linsey; Jerry Watman,NA
610,610,KINGS COUNTY HOSPITAL CENTER,"451 Clarkson Ave. Brooklyn, NY 11203",451 Clarkson Ave.,"Brooklyn, NY 11203",Level IIIB; NICU Beds: 30,Neonatologists: 5,Neonatologists names: Ahmad Asma; Ivan Hand; Learie Lindsay; Tom Mundakel Gratias; Sukhvinder Ranu,NA
611,611,LONG ISLAND COLLEGE HOSPITAL,"340 Henry St. Brooklyn, NY 11201",340 Henry St.,"Brooklyn, NY 11201",Level IIIB; NICU Beds: 36,Neonatologists: 2,Neonatologists names: Alice Garner; Eli Koenig,NA
612,612,LUTHERN MEDICAL CENTER,"150 55th St. Brooklyn, NY 11220",150 55th St.,"Brooklyn, NY 11220",Level IIB; NICU Beds: 10,Neonatologists:,NA,"Refer to Neonatologists Group of Maimonides Infants & Children's Hospital of Brooklyn, Brooklyn, NY"
613,613,MAIMONIDES INFANTS AND CHILDREN'S HOSPITAL OF BROOKLYN,"4802 Tenth Ave., G103 Brooklyn, NY 11219","4802 Tenth Ave., G103","Brooklyn, NY 11219",Level IIIB; NICU Beds: 31,Neonatologists: 7,Neonatologists names: Alok Bhutada; Michele Dyan; Panayot Filipov; Anju Gupta-Modak; Tania Mangones; Shantanu Rastogi; Melissa Tsai,NA
614,614,NEW YORK METHODIST HOSPITAL,"503 Sixth St. Brooklyn, NY 11215",503 Sixth St.,"Brooklyn, NY 11215",Level IIIB; NICU Beds: 24,Neonatologists: 6,Neonatologists names: Ashraf Gad; Madhu Gudavalli; Danthanh Hoang; Ali Nadroo; Nitin Ron; Debbie Suk,NA
615,615,STATE UNIVERSITY OF NEW YORK DOWNSTATE MEDICAL CENTER,"450 Clarkson Ave. Brooklyn, NY 11203",450 Clarkson Ave.,"Brooklyn, NY 11203",Level IIIB; NICU Beds: 29,Neonatotoglsts: 7,Neonatologists names: Jacob Aranda; Vadim Bronshtein; Antoni D'Souza; Zachary Ibrahim; Jae Hong Min; Agnes Perenyi; Gloria Valencia,NA
616,616,THE BROOKLYN HOSPITAL CENTER,"121 De Kaib Ave. Brooklyn, NY 11201",121 De Kaib Ave.,"Brooklyn, NY 11201",Level IIIB; NICU Beds: 18,Neonatologists: 3,Neonatologists names: Belen Fineza; Patrick Le Blanc; Yesenia Morales,NA
617,617,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,"760 Broadway/6B-23 Brooklyn, NY 11206-5317",760 Broadway/6B-23,"Brooklyn, NY 11206-5317",Level IIIA; NICU Beds: 10,Neonatologists: 2,Neonatologists names: Frantz Brea; John Casey,NA
618,618,WYKOFF HEIGHTS HOSPITAL,"374 Stockholm St. Brooklyn, NY 11237",374 Stockholm St.,"Brooklyn, NY 11237",Level IIIB; NICU Beds: 15,Neonatologists: 2,Neonatologists names: Calixto Cazano; Sanjivan Patel,NA
619,619,MERCY HOSPITAL,"565 Abbott Rd. Buffalo, NY 14220",565 Abbott Rd.,"Buffalo, NY 14220",Level IIB; NICU Beds: 15,Neonatologists:,NA,"Refer to Neonatalogists Group of Sister's Hospital, Buffalo, NY"
620,620,SISTERS HOSPITAL,"2157 Main St. Buffalo, NY 14214",2157 Main St.,"Buffalo, NY 14214",Level IIIB; NICU Beds: 30,Neonatologists: 4,Neonatologists names: George Albert; Jrobert Dukarm; Thomas Riley; Kamal Singhal,NA
621,621,WOMEN & CHILDREN'S HOSPITAL OF BUFFALO,"219 Bryant St. Buffalo, NY 14222",219 Bryant St.,"Buffalo, NY 14222",Level IIIC; NICU Beds: 64,Neonatologists: 8,Neonatologists names: Mahesh Bommaraju; Vivien Carrion; Vasanth Kumar; Satyan Lakshminrushimha; Corinne Leach; Bobby Mathew; Anne Marie Reynolds; Ralph Wynn,NA
622,622,NASSAU UNIVERSITY MEDICAL CENTER,"2201 Hempstead Turnpike East Meadow, NY 11554",2201 Hempstead Turnpike,"East Meadow, NY 11554",Level IIIB; NICU Beds: 28,Neonatologists: 3,Neonatologists names: Harriet Boxer; Chetna Kothari; Ammukutty Paulose,NA
623,623,ELMHURST HOSPITAL CENTER,"79-01 Broadway Elmhurst, NY 11373",79-01 Broadway,"Elmhurst, NY 11373",Level IIIB; NICU Beds: 40,Neonatologists: 7,Neonatologists names: Chia Chiu; Debasis Fanjilal; Bergen Folsom; Tatyana Gabinskaya; Lawrence Noble; Azfar Shabbir; Roland Tayaba,NA
624,624,ARNOT OGDEN MEDICAL CENTER,"600 Roe Ave. Elmira, NY 14905",600 Roe Ave.,"Elmira, NY 14905",Level IIIB; NICU Beds: 25,Neonatologists: 3,Neonatologists names: Magdy El-Hennawy; Kelly Gullotta; Jai Gupta,NA
625,625,FLUSHING HOSPITAL MEDICAL CENTER,"45th Ave. at Parsons Blvd. Flushing, NY 11355",45th Ave. at Parsons Blvd.,"Flushing, NY 11355",Leval IIIB; NICU Beds: 20,Neonatologists: 3,Neonatologists names: Coicoli Dolmaiam; Susana Rapaport; Haris Shukla,NA
626,626,NEW YORK HOSPITAL QUEENS,"56-45 Main St. Flushing, NY 11355",56-45 Main St.,"Flushing, NY 11355",Level IIIB; NICU Beds: 17,Neonatologists: 7,Neonatologists names: Michael Brandler; Florencia Cruz; Jacob Go; Eli Koeing; Elise Lavery; Pinchi Shrinivasan; Kim Williams,NA
627,627,NORTHSHORE UNIVERSITY HOSPITAL AT FOREST HILLS,"102-01 66th Road Forest Hills, NY 11375",102-01 66th Road,"Forest Hills, NY 11375",Level IIA; NICU Beds: 6,Neonatologists: 4,Neonatologists names: Marie Brignol; Mahmoud Brahim; Pratibha Kabrawala; Suresh Khanna,NA
628,628,HUNTINGTON HOSPITAL,"270 Park Ave. Huntington, NY 11743",270 Park Ave.,"Huntington, NY 11743",Level IIB; NICU Beds; 10,Neonatologists: 6,Neonatologists names: Bdair Abulaimoun; Vita Boyar; Isaac Gyasi; Shabnaz Orner; Perveen Shahana; Loanne Tran,NA
629,629,CAYUGA MEDICAL CENTER AT ITHACA,"101 Dates Dr. Ithaca, NY 14850",101 Dates Dr.,"Ithaca, NY 14850",Level IIB; NICU Beds: 8,Neonatologists: 3,Neonatologists names: Saleem Ahmed; Srisatish Devapatla; Eileen Reardon,NA
630,630,JAMAICA HOSPITAL MEDICAL CENTER,"89th Avenue/Van Wyck Expressway Jamaica, NY 11418",89th Avenue/Van Wyck Expressway,"Jamaica, NY 11418",Level IIIB; NICU Beds: 26,Neonatologists: 5,Neonatologists names: Javier Depaz; Ajey Jain; Modipalli Laxmi; Lorna Lumicao; Genarra Medina,NA
631,631,QUEENS HOSPITAL CENTER,"82-68 164th St. Jamaica, NY 11432",82-68 164th St.,"Jamaica, NY 11432",Level IIIB; NICU Beds: 15,Neonatologists: 5,Neonatologists names: Ronald Bainbridge; Eustace Georgatos; Jacob Go; Ivan Hand; Jose Viray Jr.,NA
632,632,UNITED HEALTH SERVICES HOSPITAL,"33-57 Harrison St. Johnson City, NY 13790",33-57 Harrison St.,"Johnson City, NY 13790",Level IIIB: NICU Beds: 14,Neonatologists: 2,Neonatologists names: Paula Farrell; Michael Flores,NA
633,633,NORTH SHORE UNIVERSITY HOSPITAL - MANHASSET,"300 Community Dr. Manhasset, NY 11030",300 Community Dr.,"Manhasset, NY 11030",Level IIIB; NICU Beds: 52,Neonatologists:,NA,"Refer to Neonatologists Group of Schnelder Children's Hospital, New Hyde Park, NY"
634,634,WINTHROP UNIVERSITY HOSPITAL,"259 First St. Mineola, NY 11501",259 First St.,"Mineola, NY 11501",Level IIIB; NICU Beds: 35,Neonatologists: 7,Neonatologists names: Renu Aggarwal; Matthew Cuaycong; Nazeeh Hanna; Teofilita Isaacson; Maureen Kim; Bgee Kunjumon; Amrita Nayak,NA
635,635,NORTHERN WESTCHESTER HOSPITAL,"400 E. Main St. Mount Kisco, NY 10549",400 E. Main St.,"Mount Kisco, NY 10549",Level IIIA; NICU Beds: 14,Neonatologists: 3,Neonatologists names: Mazen Khalifeh; Karen Scott; John Stafford Jr.,NA
636,636,SCHNEIDER CHILDREN'S HOSPITAL; NSLIJ HEALTH SYSTEM,"269-01 76th Ave. New Hyde Park, NY 11040",269-01 76th Ave.,"New Hyde Park, NY 11040",Level IIIC; NICU Beds: 119,Neonatologists: 17,Neonatologists names: Mohamed Ahmed; Vita Boyar; Susana Castro-Alcaraz; Eunsung Cho; Lina Chusid; Dennis Davidson; Irina Gershkovich; Howard Heiman; Robert Koppel; Lucy Pereira-Argenziano; Richard Schanler; Jerrold Schlessel; Regina Spinazzola-Kinney; Meredith Slutzah; Andrew Steele; Loanne Tran; Juliette Trope,NA
637,637,SOUND SHORE MEDICAL CENTER,"16 Guion Place New Rochelle, NY 10802",16 Guion Place,"New Rochelle, NY 10802",Level IIIA; NICU Beds: 15,Neonatologists: 2,Neonatologists names: Soheir Haram-Mourabet; Stephen Piazza,NA
638,638,BELLEVUE HOSPITAL CENTER,"462 First Ave. New York, NY 10016",462 First Ave.,"New York, NY 10016",Level IIIB; NICU Beds: 25,Neonatologists:,NA,"Refer to Neonatologists Group of New York University Medical Center, New York, NY"
639,639,BETH ISRAEL MEDICAL CENTER,"1st Avenue & 17th Street New York, NY 10003",1st Avenue & 17th Street,"New York, NY 10003",Level IIIB; NICU Beds: 31,Neonatologists: 5,Neonatologists names: Tatiana Doberczak; Lucille Perrotta; Farrokh Shahrivar; Aimee Telsey; Julie Topsis,NA
640,640,HARLEM HOSPITAL CENTER,"506 Lenox Ave. New York, NY 10037",506 Lenox Ave.,"New York, NY 10037",Level IIIB; NICU Beds: 18,Neonatologists: 2,Neonatologists names: Mary Marron; Anil Pathak,NA
641,641,LENOX HILL HOSPITAL,"100 East 77th St. New York, NY 10021",100 East 77th St.,"New York, NY 10021",Level IIIB; NICU Beds: 28,Neonatologists: 5,Neonatologists names: Marty Ellington Jr.; Asmando Grassi; Karen Lidoshore-Fuld; Howard Mazin; Esperanza Naves-Ruiz,NA
642,642,METROPOLITAN HOSPITAL CENTER; NEW YORK MEDICAL COLLEGE,"1901 First Ave. New York, NY 10029",1901 First Ave.,"New York, NY 10029",Level IIIB; NICU Beds: 26,Neonatologists: 2,Neonatologists names: Emad Ghaly; Rajiv Goel,NA
643,643,MORGAN STANLEY CHILDREN'S HOSPITAL OF NEW YORK; PRESBYTERIAN COLUMBIA UNIVERSITY,"3959 Broadway (BHS-115) New York, NY 10032",3959 Broadway (BHS-115),"New York, NY 10032",Level IIIC; NICU Beds: 62,Neonatologists: 22,Neonatologists names: Francis Akita; David Bateman; Thomas Diacovo; Jennifer Duchon; Christiana Farkouh; Marianne Garland; Sudha Kashyap; Ganga Krishnamurthy; Jane Lee; John Lorenz; Elvira Parravicini; Richard Polin; Tara Randis; Veniamin Ratner; Tove Rosen; David Rubenstein; Rakesh Sahni; Ulana Sanocka; Vadim Ten; Helen Towers; Kimon Violaris; Gloria Wiseman,NA
644,644,MOUNT SINAI MEDICAL CENTER,"One Gustave L. Levy Place, Box 1508 New York, NY 10029-6574","One Gustave L. Levy Place, Box 1508","New York, NY 10029-6574",Level IIIC; NICU Beds: 35,Neonatologists: 6,Neonatologists names: Kathleen Gibbs; Robert Green; Ian Holzman; Jing Lin; Annemarie Stroustrup; Andrea Weintraub,NA
645,645,NEW YORK DOWNTOWN HOSPITAL,"170 William St., 6th Floor New York, NY 10038","170 William St., 6th Floor","New York, NY 10038",Level IIB; NICU Beds: 8,Neonatologists: 4,Neonatologists names: Shari Claude; Michael Defeo; Kendall Jenkins; Jeffrey Karsdon,NA
646,646,NEW YORK PRESBYTERIAN HOSPITAL; WEILL CORNELL MEDICAL COLLEGE,"525 East 68th St. New York, NY 10065",525 East 68th St.,"New York, NY 10065",Level IIIB; NICU Beds: 50,Neonatologists: 8,Neonatologists names: Lisa Eiland; William Frayer; Alfred Krauss; Susan Miller; Jeffrey Perlman; Joseph Schulman; Huynh Trang; Anne-Lise Yohay,NA
647,647,NEW YORK UNIVERSITY MEDICAL CENTER/TISCH HOSPITAL,"530 First Ave., Suite HCC 7A New York, NY 10016","530 First Ave., Suite HCC 7A","New York, NY 10016",Level IIIC; NICU Beds: 54,Neonatologists: 9,Neonatologists names: Sean Bailey; Martha Caprio; Karen Hendricks-Munoz; Yang Kim; Moi Louie; Pradeep Mally; Anthony Orsini; Elena Wachtel; Randi Wasserman,NA
648,648,PRESBYTERIAN HOSPITAL IN THE CITY NEW YORK; ALLEN PAVILION,"5141 Broadway New York, NY 10034",5141 Broadway,"New York, NY 10034",Level IIB; NICU Beds: 7,Neonatologists:,NA,"Refer to Neonatotogisis Group of Morgan Children's Hospital of New York, NY"
649,649,ST. LUKE'S/ROOSEVELT HOSPITAL,"1000 Tenth Ave. Now York, NY 10019",1000 Tenth Ave.,"Now York, NY 10019",Level IIIB; NICU Beds: 32,Neonatologists: 6,Neonatologists names: Yucel Atakent; Sunita Bhattacharya; Rafaela Calabio; Janice Klein; Charles Paley; Farrokh Shahrivar,NA
650,650,BELLEVUE WOMAN'S HOSPITAL,"2210 Troy Rd. Niskayuna, NY 12309-4792",2210 Troy Rd.,"Niskayuna, NY 12309-4792",Level IIIA; NICU Beds: 15,Neonatologists: 3,Neonatologists names: Maria Fort; Carolyn Levine; Phillip Pan,NA
651,651,NYACK HOSPITAL,"160 North Midland Ave. Nyack, NY 10960",160 North Midland Ave.,"Nyack, NY 10960",Level IIB; NICU Beds: 10,Neonatologists:,NA,"Refer to Neonatologlsts Group of White Plains Hospital, Whit Plains, NY"
652,652,SOUTH NASSAU COMMUNITY HOSPITAL,"1 Healthy Way Oceanside, NY 11572",1 Healthy Way,"Oceanside, NY 11572",Level IIB; NICU Beds: 6,Neonatologists: 2,Neonatologists names: Paul Charles; Julio Valdivieso,NA
653,653,NORTHSHORE UNIVERSITY HOSPITAL AT PLAINVIEW,"888 Old Country Rd. Plainview, NY 11803",888 Old Country Rd.,"Plainview, NY 11803",Level IIA; NICU Beds: 6,Neonatologists: 3,Neonatologists names: Leslie Allen; Robert Checola; Miriam Lifshitz,NA
654,654,ST. CHARLES HOSPITAL,"200 Belle Terre Road Port Jefferson, NY 11777",200 Belle Terre Road,"Port Jefferson, NY 11777",Level IIIA; NICU Beds: 7,Neonatologists: 5,Neonatologists names: Samina Bhatty; Rao Bodapati; Yvon Damour; Issac Gyasi; Mehta Prabhu,NA
655,655,VASSAR BROTHERS MEDICAL CENTER,"45 Reade Place Poughkeepsie, NY 12601",45 Reade Place,"Poughkeepsie, NY 12601",Level IIIB; NICU Beds: 18,Neonatologists: 3,Neonatologists names: Adolfo Grieg; Stephen Kovacs; Michael Witman,NA
656,656,ROCHESTER GENERAL HOSPITAL,"1425 Portland Ave. Rochester, NY 14621",1425 Portland Ave.,"Rochester, NY 14621",Level IIB; NICU Beds: 14,Neonatologists:,NA,"Refer to Neonatologists Group of University of Rochester Medical Center, Strong Children's Medical Center, Rochester, NY"
657,657,UNIVERSITY OF ROCHESTER MEDICAL CENTER,"601 Elmwood Ave. Rochester, NY 14642",601 Elmwood Ave.,"Rochester, NY 14642",Level IIIC; NICU Beds: 52,Neonatologists: 13,Neonatologists names: Sanjiv Amin; Patricia Chess; Carl D'Angio; Rita Dadiz; Ronnie Guillet; Nirupama Laroia; Ruth Lawrence; William Maniscalco; Gary Myers; Gloria Pryhuber; Kristin Scheible; Timothy Stevens; Robert Swantz,NA
658,658,ST. CATHERINE OF SIENA MEDICAL CENTER,"50 Route 25A Smithtown, NY 11787",50 Route 25A,"Smithtown, NY 11787",Level IIB; NICU Beds: 7,Neonatologists: 4,Neonatologists names: Samina Bhatty; Yvon Darmour; Issac Gyasi; Prabhu Mehta,NA
659,659,RICHMOND UNIVERSITY MEDICAL CENTER,"355 Bard Ave. Staten Island, NY 10310",355 Bard Ave.,"Staten Island, NY 10310",Level IIIB; NICU Beds: 21,Neonatologists: 2,Neonatologists names: Anthony Barone; Parab Santosh,NA
660,660,STATEN ISLAND UNIVERSITY HOSPITAL,"475 Seaview Ave. Staten Island, NY 10305",475 Seaview Ave.,"Staten Island, NY 10305",Level IIIB; NICU Beds: 17,Neonatologists: 3,Neonatologists names: Bdair Abulaimoun; Ruby Cooma; Philip Roth,NA
661,661,UNIVERSITY MEDICAL CENTER - SUNY STONY BROOK,"101 Nicolls Road Stony Brook, NY 11794",101 Nicolls Road,"Stony Brook, NY 11794",Level IIIB; NICU Beds: 40,Neonatologists: 8,Neonatologists names: Jennifer Conway; Sherry Courtney; Joseph De Cristofaro; Aruna Parekh; Shetal Shah; Jila Sharif; Shanthy Sridhar; Esther Speer,NA
662,662,CROUSE HOSPITAL,"736 Irving Ave. Syracuse, NY 13210",736 Irving Ave.,"Syracuse, NY 13210",Level IIIC; NICU Beds: 60,Neonatologists: 7,Neonatologists names: Ellen Bifano; Michelle Bode; Bourra Bouaram; Thomas Curran Jr.; Steven Gross; Bonnie Marr; Beverly Roy,NA
663,663,ST. JOSEPH'S HEALTH CENTER,"301 Prospect Ave. Syracuse, NY 13203",301 Prospect Ave.,"Syracuse, NY 13203",Level IIIB; NICU Beds: 14,Neonatologists: 4,Neonatologists names: Jonathan Chai; Michele Chai; Larry Consenstein; James Pergolizzi,NA
664,664,FAXTON ST. LUKES HEALTHCARE,"1656 Champlin Ave. Utica, NY 13502-4830",1656 Champlin Ave.,"Utica, NY 13502-4830",Level IIA; NICU Beds: 10,Neonatologists: 2,Neonatologists names: Zenaida Aranda; Ananda Siriwardena,NA
665,665,MARIA FARERI CHILDREN'S HOSPITAL AT WESTCHESTER MEDICAL CENTER,"100 Woods Road Valhalla, NY 10595",100 Woods Road,"Valhalla, NY 10595",Level IIIC; NICU Beds: 50,Neonatologists: 27,Neonatologists names: Gad Alpan; Praveen Ballabh; Heather Brumberg; Joy Calo; Jean Chelala; Manuel Decastro; Sergio Golombek; Portia Groening; Joseph Hall; Soheir Haram; Jordan Kase; Martin Katzenstein; Necla Kirtok; Prabkar Kocherlakota; Edmund Lagamma; Yogagni Malhotra; Glenn Mendoza; Myra Mercado; Vanessa Mercado; Lance Parton; Boriana Parvez; Michael Petrella; Stephen Piazza; Raja Senguttuvan; Sonya Strassberg; Rolando Vilar; Muhammad Zia,NA
666,666,SAMARITAN MEDICAL CENTER,"830 Washington St. Watertown, NY 13601",830 Washington St.,"Watertown, NY 13601",Level IIIA; NICU Beds: 12,Neonatologists: 2,Neonatologists names: Karl Komar; Chung Peng,NA
