"","hosp_num","hosp_name","full_address","addr","city","state","zip","nicu_beds","num_neonats","neonat_names","referral"
"520",520,"LEA COUNTY HOSPITAL","5419 N. Lovington Hwy. Hobbs  NM  88240","5419 N. Lovington Hwy.","Hobbs"," NM ","88240","NICU Beds:5","Neonatologists:",NA,NA
"521",521,"ALBANY MEDICAL CENTER HOSPITAL","47 New Scotland Ave. Albany  NY  12208","47 New Scotland Ave.","Albany"," NY ","12208","NICU Beds:50","Neonatologists:6","Neonatologists names: Marilyn Fisher; Allan Geis; Michael Horgan; Luis Ochoa; Joaquim Pinherio; Herman Risemberg",NA
"522",522,"ST. PETER'S HOSPITAL","315 S. Manning Blvd. Albany  NY  12208","315 S. Manning Blvd.","Albany"," NY ","12208","NICU Beds:10","Neonatologists:3","Neonatologists names: Albert Bartoletti; Karen Narkewicz; Marc Perlman",NA
"523",523,"MEDICAL CENTER OF OCEAN COUNTY","425 Jack Martin Blvd. Brick  NY  08724","425 Jack Martin Blvd.","Brick"," NY ","08724","NICU Beds: 10","Neonatologists: 1","Neonatologists names: Uma Sundaram",NA
"524",524,"BRONX MUNICIPAL HOSPITAL CENTER","Pelham Pky. & Eastchester Rd. Bronx  NY  10461","Pelham Pky. & Eastchester Rd.","Bronx"," NY ","10461","NICU Beds:26","Neonatologists:",NA,"Refer to Weiler Hospital/Montefiore Medical Center"
"525",525,"BRONX-LEBANON HOSPITAL CENTER","1650 Grand Concourse Bronx  NY  10457","1650 Grand Concourse","Bronx"," NY ","10457","NICU Beds:40","Neonatologists: 5","Neonatologists names: Robert Checola; Ivan Hand; Kim Mae-Hee; Lawrence Noble; Jing Yoon",NA
"526",526,"LINCOLN MEDICAL 8& MENTAL HEALTH CENTER","234 E. 149th St. Bronx  NY  10451","234 E. 149th St.","Bronx"," NY ","10451","NICU Beds:28","Neonatologists: 5","Neonatologists names: Debasis Kanijilal; Rasila Lala; Anasuya Nagaraj; Zehra Panjavani; Ben Rajegowda",NA
"527",527,"NORTH CENTRAL BRONX HOSPITAL","3424 Kossuth Ave. Bronx  NY  10467","3424 Kossuth Ave.","Bronx"," NY ","10467","NICU Beds:18","Neonatologists:",NA,"Refer to Weiler Hospital/Montefiore Medical Genter"
"528",528,"WEILER HOSPITAL/MONTEFIORE MEDICAL CENTER ‘","1825 Eastchester Rd., Rm. 725 Bronx  NY  10461","1825 Eastchester Rd., Rm. 725","Bronx"," NY ","10461","NiCU Beds:26","Neonatologists:8","Neonatologists names: Luc Brion; Deborah Campbell; Gerald Reinersman; Angel Rios; Orna Rosen; Philip Roth; Barbarba Russell; Carlos Vega-Rich",NA
"529",529,"BROOKDALE HOSPITAL MEDICAL CENTER","Linden Blvd. at Brookdale Plaza Brooklyn  NY  11212","Linden Blvd. at Brookdale Plaza","Brooklyn"," NY ","11212","NICU Beds:32","Neonatologists: 4","Neonatologists names: Durga Annavajjhalla; Roger Kim; Branda Shrivastava; Myron Sokal",NA
"530",530,"BROOKLYN HOSPITAL CENTER","121 De Kalb Ave. Brooklyn  NY  11201","121 De Kalb Ave.","Brooklyn"," NY ","11201","NICU Beds:36","Necnatologists:6","Neonatologists names: Cohen Loudres; Luzminda Concepcion; Belen Fineza; Meenakshi Gulrajani; Patrick LeBlanc; Kimon Violaris ",NA
"531",531,"CHILDREN'S MEDICAL CENTER OF BROOKLYN","450 Clarkson Ave., Box 49 Brooklyn  NY  11203","450 Clarkson Ave., Box 49","Brooklyn"," NY ","11203","NICU Beds:55","Neonatologists:7","Neonatologists names: Leonard Glass; Richard Kravath; Sheela Laungani; Steven Piecuch; Nathan Rudolph; Gloria Valencia; Alice Yao",NA
"532",532,"CONEY ISLAND HOSPITAL","2601 Ocean Pky. Brooklyn  NY  11235","2601 Ocean Pky.","Brooklyn"," NY ","11235","NICU Beds:12","Neonatologists: 2","Neonatologists names: Alberto Tan; Jerry Watman",NA
"533",533,"INTERFAITH MEDICAL CENTER","1545 Atlantic Ave. Brooklyn  NY  11213","1545 Atlantic Ave.","Brooklyn"," NY ","11213","NICU Beds:45","Neonatologists: 4","Neonatologists names: Gener Dapul; Mehmet Dincsoy; Jeffrey Karsdon; Kiran Vohra",NA
"534",534,"LONG ISLAND COLLEGE HOSPITAL","340 Henry St. Brooklyn  NY  11201","340 Henry St.","Brooklyn"," NY ","11201","NICU Beds: 12","Neonatologists: 3","Neonatologists names: Eli Koenig; Aruna Parekh; Sanjivan Patel",NA
"535",535,"MAIMONIDES MEDICAL CENTER","4802 Tenth Ave.  Brooklyn  NY  11219","4802 Tenth Ave. ","Brooklyn"," NY ","11219","NICU Beds:28","Neonatologists:4","Neonatologists names: Ronald Bainbridge; Rajeev Mehta; Francis Mimouni; Varada Rao",NA
"536",536,"NEW YORK METHODIST HOSPITAL","506 Sixth St. Brooklyn  NY  11215","506 Sixth St.","Brooklyn"," NY ","11215","NiCU Beds:8","Neonatologists: 2","Neonatologists names: Madhu Gudavalli; Khaja Raziuddin",NA
"537",537,"WOODHULL MEDICAL CENTER","760 Broadway Brooklyn  NY  11206","760 Broadway","Brooklyn"," NY ","11206","NICU Beds:12","Neonatologists: 2","Neonatologists names: Carl Barberis; Frantz Brea",NA
"538",538,"WYKOFF HEIGHTS HOSPITAL","374 Stockholm St. Brooklyn  NY  11237","374 Stockholm St.","Brooklyn"," NY ","11237","NICU Beds:12","Neonatologists: 1","Neonatologists names: Bruce Ackerman",NA
"539",539,"CHILDREN'S HOSPITAL OF BUFFALO","219 Bryant St. Buffalo  NY  14222","219 Bryant St.","Buffalo"," NY ","14222","NICU Beds:74","Neonatologists: 12","Neonatologists names: George Albert; Vivian Carrion; James Cummings; Edmund Egan; Mark Hudak; Corinne Leach; Frederick Morin; Riley Thomas; Alan Shotkin; Kamal Singhal; Robin Steinhorn; Ralph Wynn",NA
"540",540,"MERCY HOSPITAL","565 Abbott Rd. Buffalo  NY  14220","565 Abbott Rd.","Buffalo"," NY ","14220","NICU Beds:8","Neonatologists: 1 ","Neonatologists names: Talsoon Choi",NA
"541",541,"SISTER'S OF CHARITY HOSPITAL","2157 Main St. Buffalo  NY  14214","2157 Main St.","Buffalo"," NY ","14214","NICU Beds:12","Neonatologists: 2 ","Neonatologists names: George Albert; John Yount",NA
"542",542,"NASSAU COUNTY MEDICAL CENTEF","2201 Hempstead Turnpike East Meadow  NY  11554","2201 Hempstead Turnpike","East Meadow"," NY ","11554","NICU Beds:28","Neonatologists: 4","Neonatologists names: Harriet Boxer; Swarna Devarajan; Chetna Kothari; Ammukutty Paulose ",NA
"543",543,"ST. JOHN'S QUEENS HOSPITAL","90-02 Queens Blvd. Elmhurst  NY  11373","90-02 Queens Blvd.","Elmhurst"," NY ","11373","NICU Beds: 72","Neonatologlists: 2 ","Neonatologists names: Edmund Diello; Paul Jean-Charles ",NA
"544",544,"ARNOT OGDEN MEDICAL CENTER","600 Roe Ave. Elmira  NY  14905","600 Roe Ave.","Elmira"," NY ","14905","NICU Beds:18","Neonatologists: 3 ","Neonatologists names: Willard Helmuth; Eileen Reardon; Ira Wertheimer",NA
"545",545,"ELMHURST HOSPITAL CENTER","79-01 Broadway  Flushing  NY  11373","79-01 Broadway ","Flushing"," NY ","11373","NICU Beds:30","Neonatologists: 5 ","Neonatologists names: Darius Antia; Feliciano Emerlino; Meenakshi Jhaveri; Debasis Kanjilal; Roland Tayaba",NA
"546",546,"FLUSHING HOSPITAL MEDICAL CENTER","45th Ave. at Parsons Bivd Flushing  NY  11355","45th Ave. at Parsons Bivd","Flushing"," NY ","11355","NICU Bads:24","Neonatologists: 2 ","Neonatologists names: Adolfo Grieg; Susana Rapaport ",NA
"547",547,"NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","56-45 Main St. Flushing  NY  11355","56-45 Main St.","Flushing"," NY ","11355","NICU Beds:8","Neonatologists: 2 ","Neonatologists names: Bajrang Agarwal; Jean Pazos ",NA
"548",548,"HUNTINGTON HOSPITAL","270 Park Ave.  Huntington  NY  11743","270 Park Ave. ","Huntington"," NY ","11743","NICU Beds:8","Neonalologists:1","Neonatologists names: Salvatore Caravella",NA
"549",549,"QUEENS HOSPITAL CENTER","82-68 164th St. Jamaica  NY  11432","82-68 164th St.","Jamaica"," NY ","11432","NICU Beds Beds: 17","Neonatologists:4","Neonatologists names: Sook Choi; Antonia Chowdhari; Genara Medina; Jose Viray",NA
"550",550,"UNITED HEALTH SERVICES HOSPITAL","P.O, Box 540, 33-57 Harrison St. Johnson City  NY  13790","P.O, Box 540, 33-57 Harrison St.","Johnson City"," NY ","13790","NICU Beds:14","Neonatologists: 3 ","Neonatologists names: Rajesh Dave; Lee Musrovitz; Sriram Musrovitz",NA
"551",551,"NORTH SHORE UNIVERSITY HOSPITAL","300 Community Dr. Manhasset  NY  11030","300 Community Dr.","Manhasset"," NY ","11030","NICU Beds:50","Neonatologists: 9","Neonatologists names: Leslie Allen; Sharon Buckwald; Rita Harper; Mumtaz Lakhani; Gail Levine; Shoshana Orner; Jerrold Schlessel; Concepcion Sia; Regina Spinazzola-Kinney",NA
"552",552,"WINTHROP-UNIVERSITY HOSPITAL","259 First St. Mineola  NY  11501","259 First St.","Mineola"," NY ","11501","NICU Beds:28","Neonatologicts: 7 ","Neonatologists names: Renu Aggarwal; Jonathan Davis; Daniel Hirsch; Teofilita Isaacson; Carolyn Robbins; Paul Twist; Leslie Wolkoff",NA
"553",553,"NORTHERN WESTCHESTER HOSPITAL CENTER","400 E. Main St. Mount Kisco  NY  10549","400 E. Main St.","Mount Kisco"," NY ","10549","NICU Beds:6","Neonatologists: 2","Neonatologists names: Mazen Khalifeh; John Stafford",NA
"554",554,"SCHNEIDER CHILDREN'S HOSPITAL","270-05 76th Ave. New Hyde Park  NY  11040","270-05 76th Ave.","New Hyde Park"," NY ","11040","NICU Beds:44","Neonatologists: 7 ","Neonatologists names: Albert Aharon; Dennis Davidson; Herbert Goldman; Katherine King; Robert Koppel; Philip Lipsitz; Andrew Steele",NA
"555",555,"BABIES AND CHILDREN'S HOSPITAL OF NEW YORK","3959 Broadway, BHN-1201 New York  NY  10032","3959 Broadway, BHN-1201","New York"," NY ","10032","NICU Beds:37","Neonatologists: 12 ","Neonatologists names: Francis Akita; John Driscoll; Sudha Kashyap; Mary Marron-Corwin; James Pelegano; Joan Regan; Tove Rosen; Rakesh Sahni; Ulana Sanocka; Karl Schulze; Raymond Stark; Helen Towers",NA
"556",556,"BELLEVUE HOSPITAL CENTER","First Ave. & 27th St. New York  NY  10016","First Ave. & 27th St.","New York"," NY ","10016","NICU Beds:25","Neonatologists:",NA,"Refer to New York University Medical Center"
"557",557,"BETH ISRAEL MEDICAL CENTER","First Ave. & 16th St. New York  NY  10003","First Ave. & 16th St.","New York"," NY ","10003","NICU Beds:31","Neonatologists: 7 ","Neonatologists names: Tatiana Doberczak; Kendall Jenkins; Ramesh Jhaveri; Stephen Kandall; Lucille Perrotta; Aimee Telsey; Julie Topsis",NA
"558",558,"HARLEM HOSPITAL CENTER","506 Lenox Ave. New York  NY  10037","506 Lenox Ave.","New York"," NY ","10037","NICU Beds:25","Neonatologists: 5 ","Neonatologists names: David Bateman; Catherine Hansen; Maria Kofinas; Harry Moreau; Roy Schneiderman",NA
"559",559,"METROPOLITAN HOSPITAL CENTER","1901 First Ave. New York  NY  10029","1901 First Ave.","New York"," NY ","10029","NICU Beds:26","Neonatologists: 3 ","Neonatologists names: Pratibha Ankola; Dominque Jean'Basptiste; Ajfar Shabbir ",NA
"560",560,"MOUNT SINAI MEDICAL CENTER","One Gusiave L. Levy Place, Box 1513 New York  NY  10029","One Gusiave L. Levy Place, Box 1513","New York"," NY ","10029","NICU Beds:35","Neonatologists: 7 ","Neonatologists names: Robert Green; Ian Holzman; Michelle Lasker; Michelle Lasker; Ben Ann Nagourney; Amy Reichlin; Josiah Wedgwood; Andrea Weintraub",NA
"561",561,"NEW YORK HOSPITAL","525 E. 68th St. New York  NY  10021","525 E. 68th St.","New York"," NY ","10021","NICU Beds:62","Neonatologists: 10 ","Neonatologists names: Peter Auld; Fran Baska; Windlade Bowen; Kathryn Crowley; William Frayer; Ajey Jain; Alfred Krauss; Modestus Lee; Mirjana Nesin; Lawrence Noble ",NA
"562",562,"NEW YORK UNIVERSITY MEDICAL CENTER/TISCH HOSPITAL","550 First Ave. New York  NY  10016","550 First Ave.","New York"," NY ","10016","NICU Beds:42","Neonatologists:8","Neonatologists names: Martha Caprio; Karen Hendricks-Munoz; Rosemary Higgins; Yang Kim; Raymond Sanders; Hari Shukla; Rand Wasserman; Paul Yellin",NA
"563",563,"PRESBYTERIAN HOSPITAL IN THE CITY OF NEW YORK","5141 Broadway New York  NY  10034","5141 Broadway","New York"," NY ","10034","NICU Beds: NA","Neonatologists:",NA,"Refer to Babies and Children Hospital New York"
"564",564,"ST. LUKE'S/ROOSEVELT HOSPITAL","1000 Tenth Ave. New York  NY  10019","1000 Tenth Ave.","New York"," NY ","10019","NICU Beds:40","Neonatologists:6","Neonatologists names: Yucel Atakent; Sunita Bhattacharya; Rafaela Calabio; Janice Klein; Charles Paley; Farrokh Shahrivar ",NA
"565",565,"ST. VINCENT'S HOSPITAL OF NEW YORK","153 W. 11th St. New York  NY  10011","153 W. 11th St.","New York"," NY ","10011","NICU Beds:25","Neonatologists: 4 ","Neonatologists names: Rafaela Calabio; Nicole Cohen-Addad; Rita Fischer; Ulana Sanocka",NA
"566",566,"TISCH HOSPITAL","560 First Ave., Rm 576 New York  NY  10016","560 First Ave., Rm 576","New York"," NY ","10016","NICU Beds: NA","Neonatologists:",NA,"Refer io New York University Medicak Center"
"567",567,"BELLEVUE HOSPITAL CENTER","2210 Troy Rd. Niskayuna  NY  12309","2210 Troy Rd.","Niskayuna"," NY ","12309","NICU Beds:10","Neonatologists:2 ","Neonatologists names: Maria Fort; Stephen Pratt",NA
"568",568,"VASSAR BROTHERS HOSPITAL","Reade Place Poughkeepsie  NY  12601","Reade Place","Poughkeepsie"," NY ","12601","NICU Beds:15","Neonatologists: 3 ","Neonatologists names: David DeJulio; Steohen Kovacs; Johanna Triegel",NA
"569",569,"GENESEE HOSPITAL","224 Alexander St. Rochester  NY  14607","224 Alexander St.","Rochester"," NY ","14607","NICU Beds:9","Neonatologists: 1 ","Neonatologists names: Mohini Mehra ",NA
"570",570,"ROCHESTER GENERAL HOSPITAL","1425 Portland Ave. Rochester  NY  14621","1425 Portland Ave.","Rochester"," NY ","14621","NICU Beds:12","Neonatologlsts:",NA,"Refer lo University of Rochester Medical Center, Strong Children's Medical Center"
"571",571,"UNIVERSITY OF ROCHESTER MEDICAL CENTER","601 Elmwood Ave., Box 651 Rochester  NY  14642","601 Elmwood Ave., Box 651","Rochester"," NY ","14642","NiCU Beds:52","Neonatologists:12 ","Neonatologists names: Patricia Chess; Carl D'Angio; Ronnie Guillet; James Kendig; Ruth Lawrence; William Maniscalco; Gary Myers; Dale Phelps; Gloria Pryhuber; Rita Ryan; Robert Sinkin; Robert Swantz",NA
"572",572,"ST. VINCENT'S MEDICAL CENTER OF RICHMOND","355 Bard Ave. Staten island  NY  10310","355 Bard Ave.","Staten island"," NY ","10310","NICU Beds:18","Neonatologists:2","Neonatologists names: Anantham Harin; Jeffrey Siracuse",NA
"573",573,"STATEN ISLAND UNIVERSITY HOSPITAL ","476 Seaview Ave. Staten Island  NY  10305","476 Seaview Ave.","Staten Island"," NY ","10305","NICU Beds:6","Neonatotogists: 3 ","Neonatologists names: Felipe Banzon; Jose Rementeria; Shashi Sahdev",NA
"574",574,"UNIVERSITY MEDICAL CENTER STONY BROOK","101 Nicolls Rd. Stony Brock  NY  11794","101 Nicolls Rd.","Stony Brock"," NY ","11794","NICU Beds:40","Neonatologists:5","Neonatologists names: Lyle Browne; Jseph De Cristofaro; Leonard Kleinman; Edmund LaGamma; Lance Parton",NA
"575",575,"CROUSE IRVING MEMORIAL HOSPITAL","736 Irving Ave. Syracuse  NY  13210","736 Irving Ave.","Syracuse"," NY ","13210","NICU Beds:60","Neonatologists: 7 ","Neonatologists names: Martiza Alvarado; Ellen Bifano; Thomas Curran Jr; Steven Gross; David Hakanson;  Robert Hingre; Bonnie Marr",NA
"576",576,"ST, LUKE'S MEMORIAL HOSPITAL","P.O. Box 479 Utica  NY  13503","P.O. Box 479","Utica"," NY ","13503","NICU Beds:10","Neonatologists: 2 ","Neonatologists names: Adam Cutler; Ananda Siriwardena ",NA
"577",577,"WESTCHESTER MEDICAL CENTER","100 Woods Rd. Valhalla  NY  10595","100 Woods Rd.","Valhalla"," NY ","10595","NICU Beds:30","Neonatologists:4","Neonatologists names: Harry Dweck; Lilian Gonzalez; Sarvesh Nigam; Mario Reale",NA
"578",578,"SAMARITAN MEDICAL CENTER","830 Washington St. Watertown  NY  13601","830 Washington St.","Watertown"," NY ","13601","NICU Beds:6","Neonatologists:2 ","Neonatologists names: Willard Helmuth; Karl Komar ",NA
"579",579,"GOOD SAMARITAN HOSPITAL","1000 Montauk Hwy.  West Islip  NY  11795","1000 Montauk Hwy. ","West Islip"," NY ","11795","NICU Beds:15","Neonatelogists:4","Neonatologists names: Hanumantharao Bodapati; Belinda Marquis; Prabhu Mehta; Taral Mehta",NA
"580",580,"MILLARD FILLMORE SUBURBAN HOSPITAL","1540 Maple Rd. Willlamsville  NY  14221","1540 Maple Rd.","Willlamsville"," NY ","14221","NICU Beds:24","Neonatologists: 1","Neonatologists names: Ralph Wynn",NA
"581",581,"MEMORIAL MISSION MEDICAL CENTER","304 Doctors Bldg. Asheville  NC  28801","304 Doctors Bldg.","Asheville"," NC ","28801","NICU Beds:35","Neonatotogists: 3 ","Neonatologists names: Stan Dalton; Drew Litzenberger; Charles Yoder",NA
"582",582,"UNIVERSITY OF NORTH CAROLINA HOSPITALS","4018 UNC Hospitals Chapel Hill  NC  27599","4018 UNC Hospitals","Chapel Hill"," NC ","27599","NICU Beds:","Neonatologists:7","Neonatologists names: Carl Bose; Joseph D'Ercole; Ernest Kraybill; Edward Lawson; Wayne Price; Alan Stiles; Kathleen Veness-Meehan",NA
"583",583,"CAROLINAS MEDICAL CENTER","P.O. Box 32861 Charlotte  NC  28232","P.O. Box 32861","Charlotte"," NC ","28232","NICU Beds:51","Neonatologists: 9 ","Neonatologists names: Andrew Davey; Paul Engstrom; David Fischer; Docia Hickey; Thomas Kueser; Patricia Neal; James Parke; Mary Rathbun; Valya Visser",NA
"584",584,"PRESBYTERIAN HEMBY CHILDREN HOSPITAL","200 Hawthorne Lane Charlotte  NC  28233","200 Hawthorne Lane","Charlotte"," NC ","28233","NICU Beds:16","Neonatologists:4","Neonatologists names: Joseph Brady; Allen Cherer; Rogers Howell; Jay Kothadia ",NA
"585",585,"DUKE UNIVERSITY MEDICAL CENTER ","Box 3179 Durham  NC  27710","Box 3179","Durham"," NC ","27710","NICU Beds:34","Neonatologists: 5","Neonatologists names: Richard Auten; Ricki Goldstein; Ayne Kimberly Iafolla; Dennis Rosenblum; David Tanaka",NA
"586",586,"DURHAM REGIONAL HOSPITAL","3643 N. Roxboro Rd. Durham  NC  27704","3643 N. Roxboro Rd.","Durham"," NC ","27704","NICU Beds:42","Neonatologists:",NA,"Refer to Duke University Medical Center"
"587",587,"CAPE FEAR VALLEY MEDICAL CENTER","1638 Owen Dr. Fayetteville  NC  28302","1638 Owen Dr.","Fayetteville"," NC ","28302","NICU Beds:35","Neonatologists:4","Neonatologists names: Jan Carter; Thomas Ciszek; Keith Gallaher; William Lowe",NA
"588",588,"WESLEY LONG COMMUNITY HOSPITAL","P.O. Box 2747 Greensboro  NC  27402","P.O. Box 2747","Greensboro"," NC ","27402","NICU Beds:8","Neonatologists:2","Neonatologists names: James Pascale; Yui-Lin Tang",NA
"589",589,"WOMEN'S HOSPITAL OF GREENSBORO","801 Green Valley Rd. Greensboro  NC  27408","801 Green Valley Rd.","Greensboro"," NC ","27408","NICU Beds:24","Neonatologists:4","Neonatologists names: Rita Carlos; Andrew Davey; Laurence Ransom; McCrae Smith",NA
"590",590,"PITT COUNTY MEMORIAL HOSPITAL","2100 Stantonsburg Rd.  Greenville  NC  27835","2100 Stantonsburg Rd. ","Greenville"," NC ","27835","NICU Beds:40","Neonatologists:6 ","Neonatologists names: Stephen Engelke; Arthur Kopelman; Oommen Mathew; Alexander Robertson; John Wimmer Jr.",NA
"591",591,"FRYE REGIONAL MEDICAL CENTER","420 N. Center St.  Hickory  NC  28601","420 N. Center St. ","Hickory"," NC ","28601","NICU Beds:8","Neonatologists:1","Neonatologists names: Samuel Wellman",NA
"592",592,"MCDOWELL HOSPITAL","P.O. Box 730 Marion  NC  28752","P.O. Box 730","Marion"," NC ","28752","NICU Beds:10","Neonatologists: 1 ","Neonatologists names: Shamshad Ali",NA
"593",593,"REX HOSPITAL","4420 Lake Boone Trail Raleigh  NC  27607","4420 Lake Boone Trail","Raleigh"," NC ","27607","NICU Beds:8","Neonatolagists:",NA,"Refer to Wake Medical Center"
"594",594,"WAKE MEDICAL CENTER","3000 New Bern Ave. Raleigh  NC  27610","3000 New Bern Ave.","Raleigh"," NC ","27610","NICU Beds:28","Neonatologists: 4 ","Neonatologists names: Laurie Dunnn; James Thullen; Ross Vaughan; Thomas Young",NA
"595",595,"NEW HANOVER REGIONAL MEDICAL CENTER","P.O. Box 9000 Wilmington  NC  28402","P.O. Box 9000","Wilmington"," NC ","28402","NICU Beds:29","Neonatologisis: 3 ","Neonatologists names:  Noel-John Carrasco; Elizabeth Leistikow; Robert McArtor",NA
"596",596,"FORSYTH MEMORIAL HOSPITAL","3333 Silas Creek Pky. Winston-Salem  NC  27103","3333 Silas Creek Pky.","Winston-Salem"," NC ","27103","NICU Beds:36","Neonatologists:",NA,"Refer to North Carolina Baplist Hospital"
"597",597,"NORTH CAROLINA BAPTIST HOSPITAL","Medical Center Blvd. Winston-Salem  NC  274157","Medical Center Blvd.","Winston-Salem"," NC ","274157","NICU Beds:35","Neonatologists:7","Neonatologists names: Judy Aschner; David Berry; Steven Block; Robert Dillard; Virginia Nichols; Michael O'Shea; Peter Porcelli",NA
"598",598,"MEDCENTER ONE","300 N. 7th St. Bismarck  ND  58502","300 N. 7th St.","Bismarck"," ND ","58502","NICU Beds:10","Neonatologists: 1 ","Neonatologists names: Thomas Wilson",NA
"599",599,"ST, ALEXIUS MEDICAL CENTER","900 E. Broadway Bismarck  ND  58501","900 E. Broadway","Bismarck"," ND ","58501","NICU Beds:24","Neonatologists: 3","Neonatologists names: Atef Gayed; Charles Severn; Thomas Wilson",NA
"600",600,"CHILDREN'S HOSPITAL MERITCARE","720 Fourth St. N. Fargo  ND  58122","720 Fourth St. N.","Fargo"," ND ","58122","NICU Bads:24","Neonatologists: 5 ","Neonatologists names: Indu Agarwal; Carlos Ahumada; Stephen Nelson; William Rosen; Craig Shoemaker",NA
